count;year;name
8;2014;Éva
10;2021;Alpha
15;2019;Moustapha
6;2010;Dahlia
6;2018;Qassim
6;2014;Evann
10;2021;Mohamed-Lamine
14;2019;Laure
10;2010;Elliott
9;2018;Ramata
6;2014;Eya
9;2021;Elia
13;2019;Dimitri
31;2010;Emile
7;2018;Romeo
33;2014;Georges
9;2021;Tasnim
13;2019;Kamil
9;2010;Emna
7;2018;Ryad
7;2014;Harry
9;2021;Ysé
13;2019;Youcef
71;2010;Evan
6;2018;Saïd
5;2014;Henriette
9;2021;George
13;2019;Khadidja
10;2010;Gauthier
6;2018;Salman
24;2014;Ibrahima
9;2021;Nabil
12;2019;Lou
9;2010;Goundo
7;2018;Santiago
5;2014;Iliane
9;2021;Nahil
11;2019;Yusuf
10;2010;Guilhem
5;2018;Shahd
17;2014;Ismaïl
8;2021;Jessica
10;2019;Olivier
5;2010;Hakim
18;2018;Simone
5;2014;Jarod
8;2021;Eliel
10;2019;Kady
6;2010;Haron
106;2018;Sofia
10;2014;Joanna
8;2021;Viggo
10;2019;Scarlett
5;2010;Hava
34;2018;Sophie
15;2014;Jonas
7;2021;Neïla
9;2019;Sira
12;2010;Helena
9;2018;Tasnim
5;2014;Joud
7;2021;Rania
8;2019;Jean-Baptiste
12;2010;Ivan
6;2018;Telma
8;2014;Joy
7;2021;Marwan
7;2006;Andrea
14;2010;Jenna
86;2018;Valentin
77;2014;Julia
7;2021;Raoul
27;2006;Ariane
16;2010;Johan
12;2018;Youcef
5;2014;Juliana
6;2021;Aïssata
37;2006;Armand
24;2010;Judith
26;2018;Zacharie
13;2014;Lea
6;2021;Alyah
5;2006;Billal
6;2010;Kim
8;2018;Zita
7;2014;Levi
6;2021;Elvire
38;2006;Blanche
27;2010;Kylian
142;2019;Léo
13;2014;Lior
6;2021;Kadidja
23;2006;Chaïma
6;2010;Léanne
109;2019;Romane
11;2014;Mahamadou
6;2021;Nicole
5;2006;Cyriaque
55;2010;Léonie
66;2019;Baptiste
47;2014;Mamadou
6;2021;Abou
5;2006;Dalia
5;2010;Levi
61;2019;Abel
26;2014;Manel
6;2021;Alassane
9;2006;Darius
10;2010;Lilly
53;2019;Salomé
109;2014;Margaux
6;2021;Jelani
20;2006;Djibril
272;2010;Louis
46;2019;Tom
85;2014;Maya
6;2021;Joaquim
5;2006;Eléanor
54;2010;Lucien
38;2019;Kylian
15;2014;Maylis
6;2021;Pietro
43;2006;Eliot
12;2010;Ludivine
25;2019;Andréa
35;2014;Mélissa
6;2021;Younès
18;2006;Eloi
7;2010;Maëline
23;2019;Nael
7;2014;Nathalie
5;2021;Anouck
5;2006;Emeric
21;2010;Marine
23;2019;Ruben
5;2014;Noah
5;2021;Ilef
37;2006;Eugénie
40;2010;Mathias
20;2019;Timéo
10;2014;Noor
5;2021;Josephine
58;2006;Florian
25;2010;Mattéo
19;2019;Claire
85;2014;Pauline
5;2021;Louane
8;2006;Germain
70;2010;Mehdi
18;2019;Chiara
19;2014;Philippe
5;2021;Naïa
8;2006;Gonzague
16;2010;Merlin
18;2019;Océane
23;2014;Raphaëlle
5;2021;Yona
47;2006;Hector
6;2010;Mickael
16;2019;Manel
20;2014;Rayane
5;2021;Anass
6;2006;Hicham
11;2010;Mickaël
16;2019;Safiya
62;2014;Robin
5;2021;Artus
9;2006;Ian
121;2010;Noah
14;2019;Andrea
5;2014;Salem
5;2021;Ladislas
7;2006;Irina
7;2010;Oriane
13;2019;Mickaël
5;2014;Sydney
10;2004;Sherine
11;2006;Kamil
11;2010;Ousmane
13;2019;Georgia
6;2014;Thierno
9;2004;Steeve
7;2006;Katell
15;2010;Pia
13;2019;Maëva
7;2014;Vladimir
10;2004;Swann
9;2006;Kenzo
8;2010;Pierre-Louis
13;2019;Mariame
10;2015;Aidan
7;2004;Tessa
10;2006;Kilian
107;2010;Romane
12;2019;Bilal
9;2015;Aimée
41;2004;Violette
23;2006;Léonie
27;2010;Ryan
12;2019;Amélia
5;2015;Aïssa
5;2004;Zahra
44;2006;Lilou
8;2010;Safa
12;2019;Eline
81;2015;Alix
7;2005;Aboubakar
30;2006;Luca
8;2010;Saul
12;2019;Sidra
18;2015;Aliyah
8;2005;Adriana
21;2006;Ludivine
9;2010;Soline
11;2019;Lyne
15;2015;Ambroise
16;2005;Alyssa
51;2006;Maël
5;2010;Stéphanie
10;2019;Alessia
33;2015;Aminata
6;2005;Anaé
31;2006;Malo
6;2010;Swann
9;2019;Ishaq
12;2015;Andréa
17;2005;Andrea
72;2006;Margot
8;2010;Thibaut
9;2019;Ivan
12;2015;Angelo
5;2005;Archibald
43;2006;Marion
6;2010;Tiana
9;2019;Oren
6;2015;Armance
8;2005;Ashley
107;2006;Martin
8;2010;Tiffany
9;2019;Sybille
14;2015;Castille
18;2005;Assia
11;2006;Matéo
84;2010;Timothée
8;2019;Gauthier
19;2015;Chiara
63;2005;Augustin
11;2006;Matias
36;2010;Vadim
8;2019;Siméon
12;2015;Clarisse
5;2005;Camil
7;2006;Melina
5;2010;Wissam
24;2006;Angelina
15;2015;Clotilde
77;2005;Carla
21;2006;Nils
14;2010;Yoann
31;2006;Anis
7;2015;Dario
29;2005;César
129;2006;Nina
11;2010;Youcef
225;2006;Arthur
9;2015;Elodie
8;2005;Charlie
27;2006;Ninon
9;2010;Ysé
10;2006;Auriane
11;2015;Éloi
7;2005;Christina
16;2006;Nora
11;2011;Aboubacar
22;2006;Axelle
8;2015;Emir
15;2005;Cloé
10;2006;Olga
6;2011;Ahmad
52;2006;Carla
23;2015;Eugénie
14;2005;Constantin
112;2006;Pauline
5;2011;Aïna
24;2006;Céleste
10;2015;Ewen
5;2005;Cristiano
7;2006;Pierre-Antoine
28;2011;Albane
6;2006;Cléophée
7;2015;Gabriele
6;2005;Cynthia
44;2006;Robin
5;2011;Alec
5;2006;Colas
11;2015;Gaëtan
36;2005;Daphné
10;2006;Ronan
18;2011;Aliénor
7;2006;Coumba
14;2015;Gary
8;2005;Daria
12;2006;Sam
79;2011;Alix
32;2006;Daniel
6;2015;George
5;2005;Denis
7;2006;Samba
7;2011;Amalia
57;2006;Diane
31;2015;Georges
10;2005;Eden
10;2006;Sana
7;2011;Ambrine
5;2006;Élie
9;2015;Hafsa
6;2005;Éléa
6;2006;Sandra
17;2011;Anton
11;2006;Élise
46;2015;Henri
52;2005;Elsa
9;2006;Siméon
38;2011;Auguste
43;2006;Emile
12;2015;Isabelle
15;2005;Enora
6;2006;Sira
59;2011;Aya
169;2006;Enzo
5;2015;Jane
187;2005;Enzo
9;2006;Soline
13;2011;Bryan
16;2006;Fanta
6;2015;Janna
48;2005;Esther
14;2006;Stéphane
7;2011;Célestin
17;2006;Farah
8;2015;Jessim
12;2005;Eugène
7;2006;Taïna
10;2011;Chaïma
15;2006;Fatou
8;2015;Johann
12;2005;Frédéric
14;2006;Tessa
12;2011;Cléophée
27;2006;Gustave
31;2015;Julien
6;2005;Geoffrey
7;2006;Tina
6;2011;Clothilde
7;2006;Harry
149;2015;Juliette
10;2005;Ilias
19;2006;Walid
11;2011;Darius
22;2006;Hawa
7;2015;Kendrick
9;2005;Jad
13;2006;Yoan
6;2011;Deborah
48;2006;Iris
58;2015;Laura
11;2005;Joyce
24;2006;Zakaria
77;2011;Diane
9;2006;Isis
9;2015;Leïla
137;2005;Juliette
12;2007;Adélaïde
6;2011;Eléanore
5;2006;Jean-Luc
6;2015;Leonor
8;2005;Kamil
8;2007;Aïda
12;2011;Elouan
18;2006;Léonore
6;2015;Loane
6;2005;Khadija
5;2007;Aimée
13;2011;Enora
23;2006;Lilia
47;2015;Lola
21;2005;Léopold
5;2007;Akram
12;2011;Eugène
5;2006;Liron
6;2015;Loup
6;2005;Lily-Rose
5;2007;Alon
5;2011;Georgia
12;2006;Louison
32;2015;Luca
7;2005;Line
19;2007;Ana
5;2011;Gianni
11;2006;Lucia
11;2015;Luce
5;2005;Liora
24;2007;Andrea
5;2011;Gwenaëlle
27;2006;Maïa
5;2015;Maissa
16;2005;Luca
5;2007;Antoinette
8;2011;Hafsa
5;2006;Malek
35;2015;Matteo
7;2005;Luis
69;2007;Apolline
15;2011;Hanaé
7;2006;Marthe
25;2015;Mélina
7;2005;Macéo
13;2007;Arnaud
9;2011;Honoré
11;2006;Mia
5;2015;Moulay
7;2005;Marko
19;2007;Balthazar
6;2011;Kadidiatou
7;2006;Milena
41;2015;Myriam
10;2005;Marvin
26;2007;Bilal
34;2011;Kenza
16;2006;Mohammed
84;2015;Naël
17;2005;Marwan
5;2007;Célian
9;2011;Kim
9;2006;Nathalie
24;2015;Nino
9;2005;Maylis
6;2007;Claudia
57;2011;Laura
44;2006;Noa
14;2015;Noor
6;2005;Mélodie
8;2007;Dany
17;2011;Laure
44;2006;Noam
79;2015;Nour
15;2005;Merlin
36;2007;Daphné
5;2011;Léontine
8;2006;Philéas
5;2015;Nourane
16;2005;Nathalie
45;2007;Eléonore
11;2011;Loan
5;2006;Pietro
16;2015;Pablo
35;2005;Ninon
10;2007;Élise
18;2011;Louisa
10;2006;Rébecca
5;2015;Ramy
50;2005;Noa
25;2007;Elliot
11;2011;Lukas
5;2006;Reda
9;2015;Serena
24;2005;Octave
6;2007;Emilia
64;2011;Maël
7;2006;Scarlett
7;2015;Shirel
14;2005;Oriane
7;2007;Emilio
8;2011;Malia
40;2006;Stanislas
14;2015;Sofiane
22;2005;Prune
38;2007;Erwan
39;2011;Mathieu
6;2006;Tamara
6;2015;Sofya
6;2005;Reda
5;2007;Erwann
6;2011;Matthew
11;2006;Tanguy
19;2015;Soline
128;2005;Romain
51;2007;Esther
211;2011;Maxime
11;2006;Tao
67;2015;Ulysse
11;2005;Sabri
8;2007;Farès
6;2011;Mélanie
20;2006;Tiago
6;2015;Zoë
9;2005;Samba
7;2007;Gloria
5;2011;Milla
8;2006;Ugo
17;2016;Abdoulaye
9;2005;Selim
32;2007;Hector
41;2011;Milo
9;2006;Youssouf
20;2016;Aboubacar
102;2005;Tom
5;2007;Horace
6;2011;Minh
112;2007;Adrien
74;2016;Adrien
18;2005;Vadim
26;2007;Ilan
20;2011;Morgane
19;2007;Alan
8;2016;Agnès
21;2005;Yannis
6;2007;Ilana
8;2011;Moustapha
31;2007;Alban
7;2016;Aimé
15;2005;Yona
5;2007;Iliana
13;2011;Naëlle
31;2007;Ali
9;2016;Amalia
8;2006;Alix
5;2007;Irina
6;2011;Naïl
7;2007;Aliyah
16;2016;Astrid
5;2006;Alon
5;2007;Isra
40;2011;Noham
9;2007;Angélina
5;2016;Athénaïs
39;2006;Amandine
61;2007;Jean
15;2011;Rania
7;2007;Annabelle
5;2016;Ayana
26;2006;Anaëlle
8;2007;Joris
109;2011;Rose
28;2007;Anton
16;2016;Bilal
8;2019;Lucia
5;2007;Jude
7;2011;Samia
8;2007;Armel
9;2016;Bilel
7;2019;Nathaniel
63;2007;Julia
7;2011;Selena
8;2007;Augustine
5;2016;Chahine
7;2019;Theodore
64;2007;Justine
13;2011;Soline
14;2007;Aymen
11;2016;Colin
7;2019;Alexia
14;2007;Kamil
50;2011;Suzanne
5;2007;Brandon
23;2016;Diego
7;2019;Alycia
25;2007;Kévin
5;2011;Talya
9;2007;Celia
10;2016;El
7;2019;Marina
90;2007;Laura
7;2011;Tamara
29;2007;Corentin
22;2016;Émile
6;2019;Kenzi
60;2007;Léna
40;2011;Théodore
8;2007;Curtis
32;2016;Ernest
6;2019;Abigaël
10;2007;Leo
167;2011;Thomas
5;2007;Daniela
5;2016;Flavio
6;2019;Alexie
31;2007;Lilou
6;2020;Ndeye
21;2007;Eric
5;2016;Frida
6;2019;Joanna
18;2007;Louisa
5;2020;Armel
10;2007;Éva
6;2016;Giulian
5;2019;Abderrahmane
265;2007;Louise
5;2020;Francesco
18;2007;Gaël
5;2016;Hania
5;2019;Alan
11;2007;Lucy
5;2020;Gael
135;2007;Gaspard
7;2016;Harry
5;2019;Azad
11;2007;Maïwenn
5;2020;Ihsan
14;2007;Gauthier
6;2016;Jassim
5;2019;Viggo
17;2007;Marwan
5;2020;Liron
26;2007;Henri
10;2016;Jérémie
5;2019;Annabelle
19;2007;Maud
5;2020;Amel
16;2007;Ibrahima
19;2016;Johan
5;2019;Lylia
26;2007;Maximilien
5;2020;Fatima-Zahra
13;2007;Ilias
29;2016;Joshua
143;2020;Emma
6;2007;Mayeul
5;2020;Fleur
8;2007;Inés
6;2016;Kadiatou
119;2020;Inès
49;2007;Mehdi
5;2020;Ina
7;2007;Jérôme
5;2016;Killian
108;2020;Nina
6;2007;Naëlle
5;2020;Liza
5;2007;Jihane
7;2016;Leila
106;2020;Victoria
107;2007;Nina
5;2020;Marilou
5;2007;Kenzy
12;2016;Leyna
103;2020;Maxime
31;2007;Noa
5;2020;Rahma
6;2007;Kyliann
5;2016;Liz
76;2020;Valentin
7;2007;Norah
217;2021;Louise
19;2007;Léane
157;2016;Lucas
64;2020;Aya
24;2007;Omar
207;2021;Alma
9;2007;Leïla
15;2016;Lucy
59;2020;Ayden
107;2007;Oscar
178;2021;Joseph
6;2007;Leïna
14;2016;Malak
45;2020;Garance
5;2007;Pacôme
68;2021;Aylan
6;2007;Lévana
5;2016;Manil
43;2020;Henri
19;2007;Rafael
59;2021;Céleste
6;2007;Lindsay
103;2016;Mathilde
41;2020;Issa
25;2007;Roméo
58;2021;Valentin
74;2007;Lola
78;2016;Maxence
38;2020;Elena
6;2007;Roy
57;2021;Clara
20;2007;Marwa
10;2016;Mayssa
32;2020;Emmanuel
7;2007;Ryad
55;2021;Luna
80;2007;Maya
116;2016;Mila
30;2020;Sasha
5;2007;Samir
55;2021;Ali
13;2007;Melvil
11;2016;Naomie
28;2020;Balthazar
6;2007;Shani
53;2021;Lucien
10;2007;Mohamed-Amine
9;2016;Nicole
26;2020;Nicolas
48;2007;Solal
49;2021;Marin
9;2007;Nelson
25;2016;Nils
26;2020;Sixtine
26;2007;Solène
42;2021;Henri
15;2007;Philippe
30;2016;Nino
23;2020;Loup
6;2007;Soren
41;2021;Zayn
5;2007;Prosper
33;2016;Noa
22;2020;Adélaïde
13;2007;Ugo
38;2021;Ayoub
5;2007;Rita
7;2016;Patricia
19;2020;Leonardo
7;2007;Vianney
37;2021;Daniel
39;2007;Roman
23;2016;Ryan
19;2020;Flora
6;2007;Viktor
34;2021;Awa
29;2007;Roxane
16;2016;Salim
18;2020;Sami
5;2007;Yona
34;2021;Nicolas
19;2007;Sacha
43;2016;Sara
18;2020;Célestine
6;2007;Younès
27;2021;Noa
11;2007;Salimata
9;2016;Serena
18;2020;Rebecca
5;2008;Abigaëlle
25;2021;Hadrien
7;2007;Samia
6;2016;Shay
17;2020;Bakary
7;2008;Alix
25;2021;Zacharie
6;2007;Selim
99;2016;Thomas
17;2020;Eliot
38;2008;Ayoub
23;2021;Bianca
36;2007;Sirine
9;2016;Tony
17;2020;Lyana
11;2008;Cheick
22;2021;Fanta
9;2007;Sybille
9;2016;Xavier
15;2020;Hippolyte
12;2008;Christian
22;2021;Selma
10;2007;Thelma
9;2017;Adil
14;2020;Ilian
16;2008;Coline
22;2021;Andréa
8;2007;Yohann
11;2017;Aïssata
13;2020;Ismail
49;2008;Corentin
22;2021;Zakaria
5;2007;Youness
201;2017;Alice
13;2020;Khalil
5;2008;Cyriaque
20;2021;Emna
7;2007;Zadig
6;2017;Aloïs
11;2020;Calixte
6;2008;Dany
19;2021;Lya
10;2008;Adama
36;2017;Anatole
11;2020;Lydia
9;2008;Eléna
18;2021;Neil
19;2008;Aïssatou
44;2017;Andrea
11;2020;Nelia
6;2008;Eliahou
17;2021;Ayline
13;2008;Alan
5;2017;Anne-Marie
10;2020;Aboubakar
8;2008;Elio
17;2021;Mathys
9;2008;Alon
9;2017;Arthus
10;2020;Ilyès
6;2008;Éloïse
16;2021;Imany
69;2008;Ambre
19;2017;Athénaïs
10;2020;Rosa
13;2008;Emilien
15;2021;Ferdinand
11;2008;Anaé
5;2017;Aurélie
10;2020;Yael
157;2008;Eva
14;2021;Elliott
15;2008;Angélina
17;2017;Bastien
9;2020;Agnès
10;2008;Fatou
13;2021;Nils
5;2008;Anna-Rose
6;2017;Brieuc
9;2020;Clotilde
13;2008;Gabriela
12;2021;Nahel
22;2008;Anthony
5;2017;Caroline
9;2020;Eliana
8;2008;Gaïa
11;2021;Aboubakar
5;2008;Archibald
6;2017;Charly
9;2020;May
9;2008;Gloria
11;2021;Archibald
8;2008;Assa
5;2017;Christina
9;2020;Nayla
9;2008;Guilhem
10;2021;May
78;2008;Augustin
8;2017;Cléa
9;2020;Safia
10;2008;Ilona
10;2021;Salma
6;2008;Béryl
7;2017;Clovis
8;2020;Luc
5;2008;Imran
9;2021;Romeo
18;2008;Bianca
7;2017;Divine
8;2020;Nour
5;2008;Inaya
8;2021;Assiya
7;2008;Célina
56;2017;Eden
7;2020;Emir
29;2008;Jasmine
8;2021;Lynn
5;2008;Celine
5;2017;Edmond
7;2020;Matis
5;2008;Jihane
8;2021;Solène
6;2008;Charlène
13;2017;Eliot
7;2020;Kady
5;2008;Kadidia
8;2021;Abraham
14;2008;Cléa
12;2017;Elliott
7;2020;Melina
78;2008;Laura
8;2021;Aliocha
7;2008;Cyrielle
14;2017;Éloïse
6;2020;Alessandro
26;2008;Loïc
7;2021;Lilian
9;2008;Déborah
18;2017;Émilie
6;2020;Cléophée
10;2008;Loris
6;2021;Aïssa
10;2008;Delphine
14;2017;Estelle
6;2020;Djamila
13;2008;Lou
6;2021;Alexia
25;2008;Eliot
19;2017;Eugénie
6;2020;Hind
11;2008;Lou-Anne
6;2021;Astrée
5;2008;Elora
9;2017;Eya
6;2020;Ida
8;2008;Louison
6;2021;Clotilde
8;2008;Elyssa
5;2017;Gina
14;2004;Iman
39;2008;Lucien
6;2021;Gaëlle
60;2008;Fatoumata
13;2017;Hafsa
10;2004;Inés
11;2008;Ludivine
6;2021;Miral
20;2008;Gaël
23;2017;Hana
16;2004;Ivan
45;2008;Maël
6;2021;Giovanni
30;2008;Hélène
5;2017;Hédi
10;2004;Jennifer
5;2008;Malia
6;2021;Marley
17;2008;Ibrahima
42;2017;Ilyes
16;2004;Joana
77;2008;Margaux
6;2021;Néo
5;2008;Idrissa
63;2017;Léna
11;2004;Joris
5;2008;Marlon
5;2021;Abigaïl
46;2008;Isaac
221;2017;Louise
26;2004;Joshua
14;2008;Maxim
5;2021;Ariana
7;2008;Jacob
56;2017;Lucien
7;2004;Lassana
9;2008;Nadia
5;2021;Daniella
76;2008;Jean
5;2017;Luisa
6;2004;Louka
5;2008;Neïla
5;2021;Lea
35;2008;Joshua
5;2017;Lynn
28;2004;Ludivine
26;2008;Nino
5;2021;Yousra
5;2008;Kassandra
8;2017;Maeva
14;2004;Mahamadou
22;2008;Olivier
5;2021;Cayden
6;2008;Kathleen
6;2017;Mahdi
16;2004;Marianne
13;2008;Olympe
5;2021;Colomban
6;2008;Katia
29;2017;Marc
48;2004;Mathias
44;2008;Robin
5;2021;Gino
5;2008;Kessy
63;2017;Marie
5;2004;Meïssane
11;2008;Robinson
5;2021;Marlo
5;2008;Laly
5;2017;Mazen
22;2004;Mona
5;2008;Ronan
5;2021;Mylann
5;2008;Lauriane
7;2017;Mendel
10;2004;Nathalie
160;2008;Sacha
5;2021;Safwan
9;2008;Laurine
33;2017;Myriam
158;2004;Nathan
5;2008;Salomée
8;2019;Ida
9;2008;Lazare
9;2017;Nadia
6;2004;Niouma
9;2008;Sana
8;2019;Maeva
192;2008;Léa
5;2017;Neyl
37;2004;Noam
9;2008;Sékou
7;2019;Youness
7;2008;Luis
37;2017;Nicolas
29;2004;Olivia
19;2008;Shana
7;2019;Syrine
9;2008;Macéo
59;2017;Nolan
6;2004;Safa
10;2008;Stéphane
7;2019;Talya
7;2008;Mahault
9;2017;Racim
11;2004;Samba
5;2008;Szymon
6;2019;Arnaud
14;2008;Maïmouna
40;2017;Raphaëlle
6;2004;Abdellah
37;2008;Théophile
6;2019;Étienne
5;2008;Malika
7;2017;Safa
15;2004;Aïssatou
70;2008;Timothée
6;2019;Prince
7;2008;Manelle
17;2017;Sandro
7;2004;Anaelle
7;2008;Toscane
6;2019;Sofiane
6;2008;Manuela
5;2017;Selyan
31;2004;Anatole
20;2008;Vadim
5;2019;Aïden
5;2008;Marcus
96;2017;Simon
38;2004;Arnaud
9;2008;Wesley
5;2019;Alassane
7;2008;Marylou
45;2017;Sophia
7;2004;Asma
16;2008;Yousra
5;2019;Alpha
134;2008;Mathilde
23;2017;Tiago
17;2004;Ava
8;2008;Zachary
5;2019;Andréas
35;2008;Mathys
6;2017;Yaël
7;2004;Aymen
5;2009;Alana
5;2019;Aron
25;2008;Matthias
8;2017;Yahya
5;2004;Bakary
25;2009;Alexia
5;2019;Hillel
8;2008;Matys
7;2018;Ada
8;2004;Briac
5;2009;Alpha
5;2019;Kiyan
45;2008;Mehdi
20;2018;Alban
11;2004;Christelle
57;2009;Amine
5;2019;Lilian
6;2008;Meryem
18;2018;Amy
5;2004;Clélia
17;2009;Andréa
5;2019;Louve
9;2008;Nawel
14;2018;Andréa
9;2004;Coralie
24;2009;Angèle
5;2019;Neïla
122;2008;Oscar
22;2018;Anton
5;2004;Eléanore
12;2009;Aymeric
5;2019;Safiatou
21;2008;Philippine
33;2018;Aylan
29;2004;Evan
8;2009;Béatrice
242;2020;Arthur
5;2008;Réda
21;2018;Bianca
8;2004;Fabio
5;2009;Brieuc
159;2020;Alma
21;2008;Roméo
6;2018;Blaise
10;2004;Giulia
7;2009;Carl
114;2020;Romy
5;2008;Saad
17;2018;Cassandre
15;2004;Hannah
29;2009;Céline
81;2020;Martin
41;2008;Samy
8;2018;Cassiopée
21;2009;Chaïma
76;2020;Amir
6;2008;Sienna
6;2018;Catherine
21;2009;Charline
69;2020;Mathis
78;2008;Sofia
19;2018;Céline
14;2009;Elio
68;2020;Maya
37;2008;Stanislas
19;2018;Charline
8;2009;Elliott
64;2020;Alba
5;2008;Stanley
18;2018;Clémentine
17;2009;Ema
60;2020;Léopold
6;2008;Tal
14;2018;Elia
9;2009;Emmie
49;2020;Milo
27;2008;Thaïs
22;2018;Eloïse
54;2009;Esther
43;2020;Luna
79;2008;Valentine
10;2018;Elyne
40;2009;Gabin
43;2020;Pia
9;2008;Viktor
189;2018;Emma
10;2009;Gianni
41;2020;Noémie
8;2008;Youcef
5;2018;Enéa
8;2009;Hermine
28;2020;Max
10;2008;Zahra
7;2018;Eya
5;2009;Honorine
25;2020;Hawa
6;2009;Abdel
8;2018;Félicie
7;2009;Imène
19;2020;Jayden
23;2009;Abdoulaye
20;2018;Ferdinand
172;2009;Jeanne
18;2020;Aliyah
8;2009;Aboubakar
5;2018;Feriel
18;2009;Jérémy
18;2020;Anaëlle
7;2009;Adélie
51;2018;Gabin
7;2009;Junon
18;2020;Carmen
11;2009;Alexander
11;2018;Gabriella
26;2009;Kevin
16;2020;Lamine
30;2009;Amélie
9;2018;Hedi
9;2009;Khadidja
16;2020;Bérénice
23;2009;Anatole
9;2018;Hiba
32;2009;Léopold
16;2020;Eline
12;2009;Ange
7;2018;Idrissa
38;2009;Lilia
15;2020;Jenna
40;2009;Anis
25;2018;Ilyas
7;2009;Loan
14;2020;Marion
49;2009;Anouk
17;2018;Iyed
17;2009;Louisa
13;2020;Ilan
7;2009;Aristide
16;2018;Joy
6;2009;Luce
13;2020;Elisabeth
12;2009;Assa
143;2018;Léo
7;2009;Ludovic
13;2020;Imane
9;2009;Aylan
37;2018;Léonore
22;2009;Luka
12;2020;Virgile
22;2009;Ayoub
7;2018;Léontine
8;2009;Lyes
11;2020;Thalia
7;2009;Binta
10;2018;Lilou
6;2009;Lylia
10;2020;Lior
5;2009;Bruno
13;2018;Lilya
146;2009;Manon
9;2020;Étienne
5;2009;Calie
85;2018;Lou
13;2009;Marwan
9;2020;Lital
5;2009;Célya
9;2018;Louison
20;2009;Matéo
9;2020;Sira
14;2009;Colin
22;2018;Louna
56;2009;Matthieu
8;2020;Alfred
8;2009;Damian
23;2018;Luka
5;2009;Milena
8;2020;Elouan
44;2009;Daniel
15;2018;Malak
24;2009;Mina
8;2020;Gaëtan
14;2009;Domitille
7;2018;Malia
5;2009;Mouhamad
8;2020;Nabil
34;2009;Dylan
66;2018;Marceau
8;2009;Neil
8;2020;Zéphyr
9;2009;Emily
43;2018;Maryam
32;2009;Nils
8;2020;Dalia
12;2009;Emna
67;2018;Mathilde
33;2009;Noa
7;2020;Ishaq
48;2009;Faustine
14;2018;Mélina
5;2009;Noha
7;2020;Matéo
11;2009;Felix
9;2018;Miya
5;2009;Oliver
7;2020;Paolo
13;2009;Hanaé
6;2018;Mohamed-Lamine
101;2009;Pauline
7;2020;Yacoub
6;2009;Imrane
6;2018;Octavie
7;2009;Reda
7;2020;Aïssata
216;2009;Inès
110;2018;Olivia
29;2009;Selma
7;2020;Coumba
14;2009;Iyed
10;2018;Olivier
21;2009;Sonia
7;2020;Evy
7;2009;Jane
12;2018;Orso
11;2009;Thalia
7;2020;Eya
5;2009;Jean-David
14;2018;Paola
31;2009;Théodore
7;2020;Matilda
6;2009;Joël
203;2018;Paul
11;2009;Tina
7;2020;Naïla
5;2009;Josh
41;2018;Raphaëlle
17;2010;Aboubacar
7;2020;Soumaya
14;2009;Julian
19;2018;Sami
100;2010;Adèle
6;2020;Avi
13;2009;Kilian
6;2018;Selim
128;2010;Adrien
6;2020;Hillel
36;2009;Lenny
8;2018;Serena
41;2010;Alexandra
5;2009;Léona
108;2018;Simon
5;2010;Anir
37;2009;Lila
8;2018;Tal
5;2010;Armance
10;2009;Lily-Rose
10;2018;Tao
33;2010;Armand
16;2009;Loane
16;2018;Tiago
11;2010;Arthus
9;2009;Lohan
17;2018;Timéo
11;2010;Assa
119;2009;Lou
46;2018;Tom
17;2010;Awa
5;2009;Louan
7;2018;Vera
8;2010;Cameron
31;2009;Louna
11;2018;Xavier
60;2010;Camille
17;2009;Maïmouna
6;2018;Yaya
23;2010;Charlie
172;2009;Mohamed
223;2019;Louise
5;2010;Chayma
14;2009;Nikola
166;2019;Noah
15;2010;Christian
103;2009;Nina
110;2019;Zoé
6;2010;Christopher
16;2009;Oriane
84;2019;Julia
12;2010;Clarisse
14;2009;Ornella
79;2019;Amir
8;2010;Delphine
12;2009;Philippe
72;2019;Margaux
9;2010;Demba
24;2009;Rachel
56;2019;Clémence
15;2010;Éléonore
6;2009;Raoul
48;2019;Capucine
22;2010;Elliot
24;2009;Rémi
46;2019;Ilyes
5;2010;Eytan
11;2009;Safa
36;2019;Eléonore
10;2010;Gaston
124;2009;Samuel
28;2019;Dina
10;2010;Hajar
12;2009;Shirel
26;2019;Owen
33;2010;Hamza
6;2009;Steve
20;2019;Amadou
7;2010;Hillel
11;2009;Swann
20;2019;Loup
19;2010;Imane
28;2009;Tess
19;2019;Judith
18;2010;Jacques
6;2009;Victorien
17;2019;Mathéo
23;2010;Julian
9;2009;Xavier
16;2019;Bastien
29;2010;Kaïs
5;2009;Yaël
16;2019;Cheick
13;2010;Léana
6;2009;Yannis
16;2019;Aïssata
6;2010;Léandro
6;2009;Youmna
16;2019;Aria
37;2010;Lila
9;2009;Younès
14;2019;Alphonse
9;2010;Liora
6;2009;Zakarya
14;2019;Lazare
23;2010;Lison
5;2010;Alec
14;2019;Marguerite
6;2010;Lohan
13;2019;Aubin
31;2010;Lorenzo
13;2019;Esteban
22;2010;Louisa
13;2019;Simone
5;2010;Lune
13;2019;Yaël
30;2010;Marin
12;2019;Aïssatou
8;2010;Marko
12;2019;Salimata
5;2010;Markus
11;2019;Daouda
221;2010;Maxime
11;2019;Amandine
36;2010;Mélissa
11;2019;Ysé
18;2010;Melvil
10;2019;Corentin
10;2010;Milena
10;2019;Paolo
16;2010;Mohammed
10;2019;Yasser
7;2010;Moustafa
